,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
0,Q106707050,SE0411082000000171,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000171,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000171'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707050'>link WD</a>
1,Q106707054,SE0411082000000175,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000175,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000175'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707054'>link WD</a>
2,Q106707055,SE0411082000000176,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000176,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411082000000176'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707055'>link WD</a>
3,Q106707056,SE0A21430000000177,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21430000000177,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21430000000177'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707056'>link WD</a>
7,Q106707063,SE0A11381000000195,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000195,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000195'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707063'>link WD</a>
11,Q106707064,SE0A11381000000196,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000196,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000196'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707064'>link WD</a>
15,Q106707069,SE0411080000000211,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000211,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000211'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707069'>link WD</a>
16,Q106707070,SE0411080000000217,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000217,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000217'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707070'>link WD</a>
19,Q106707075,SE0411060000000273,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000273,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000273'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707075'>link WD</a>
21,Q106707078,SE0411060000000274,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000274,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000274'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707078'>link WD</a>
23,Q106707080,SE0411060000000277,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000277,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000277'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707080'>link WD</a>
24,Q106707081,SE0411060000000278,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000278,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411060000000278'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707081'>link WD</a>
27,Q106707084,SE0441256000000287,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000287,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000287'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707084'>link WD</a>
28,Q106707085,SE0441256000000288,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000288,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000288'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707085'>link WD</a>
29,Q106707087,SE0441256000000291,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000291,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000291'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707087'>link WD</a>
30,Q106707086,SE0441256000000289,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000289,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000289'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707086'>link WD</a>
31,Q106707090,SE0441272000000296,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441272000000296,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441272000000296'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707090'>link WD</a>
32,Q106707088,SE0441256000000292,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000292,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441256000000292'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707088'>link WD</a>
36,Q106707092,SE0441272000000298,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441272000000298,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441272000000298'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707092'>link WD</a>
37,Q106707098,SE0441281000000305,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441281000000305,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441281000000305'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707098'>link WD</a>
41,Q106707097,SE0441281000000302,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441281000000302,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441281000000302'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707097'>link WD</a>
45,Q106707112,SE0441283000000312,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000312,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000312'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707112'>link WD</a>
48,Q106707115,SE0441283000000315,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000315,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000315'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707115'>link WD</a>
51,Q106707120,SE0441283000000320,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000320,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000320'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707120'>link WD</a>
64,Q106707132,SE0441292000000335,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000335,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000335'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707132'>link WD</a>
65,Q106707135,SE0441292000000340,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000340,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000340'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707135'>link WD</a>
67,Q106707133,SE0441292000000338,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000338,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000338'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707133'>link WD</a>
68,Q106707136,SE0441292000000341,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000341,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000341'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707136'>link WD</a>
73,Q106707137,SE0441292000000342,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000342,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000342'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707137'>link WD</a>
76,Q106707147,SE0A11315000000355,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000355,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000355'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707147'>link WD</a>
77,Q106707148,SE0A11315000000357,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000357,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000357'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707148'>link WD</a>
79,Q106707145,SE0441286000000353,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000353,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000353'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707145'>link WD</a>
80,Q106707151,SE0A11315000000361,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000361,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000361'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707151'>link WD</a>
84,Q106707158,SE0A11380000000380,404,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000380,False,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000380'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707158'>link WD</a>
